Sample,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
Class,QC,QC,QC,Blank,QC,QC,QC,Class 3,Class 1,Class 2,Class 1,Class 3,Class 3,QC,Class 4,Class 2,Class 4,Class 3,Class 4,Class 4,QC,Class 1,Class 1,Class 1,Class 1,Class 2,Class 2,QC,Class 3,Class 3,Class 4,Class 4,Class 2,Class 2,QC,QC,Blank
86,53221950,54361856,54804009,NaN,52831640,56387937,52932987,84340784,NaN,54219113,45792989,51307128,50322694,55272732,47440441,35735471,68933318,NaN,NaN,70933744,57463551,59043128,48833146,45671794,50404173,77550936,99795356,56292879,87374303,69721922,68359065,72911175,42663054,52224168,58854391,54927664,NaN
87,17624516,NaN,13302816,NaN,19769084,21765937,20194975,20636787,21099683,20618233,13419622,10826283,16496928,19609452,18433283,17727734,17813405,21571961,21338297,21596080,22828050,18388329,7717573,20362706,20690282,21022346,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18117457,14020492,NaN
88,126125852,127942405,128359381,NaN,131358199,130354424,133178682,195064660,60115186,69481933,75295661,60485132,44693489,131583494,28171758,48085003,169715103,51556996,87146339,145492618,139152403,192209139,47755677,103091793,181672848,308224889,287930691,130944374,128084621,90283267,151575128,132168830,71570442,120015437,135265134,130936264,NaN
89,63526178,67327163,67458942,578605,69851059,66761034,69760087,104097737,49580671,48550181,54351774,46323260,44581929,65604752,54283768,46828959,81660912,53096978,43387652,91869571,69289069,73799980,67459578,49806980,68896219,103290403,90847850,63924546,101028145,104350289,82904002,60290708,55493683,67535513,69854798,63541069,304919
90,2696302,2721186,2728638,2524192,2800399,2919576,2784569,3345255,2209060,2309055,6020859,6581476,5485124,2726462,5214307,3011837,4399761,3154686,4241741,7809768,2624398,2557418,3968133,3766124,5008300,2199348,2313197,2681289,5699011,3277950,2670590,11159503,2166496,3079505,2394824,2496171,2357439
91,3074606,3153474,1216376,NaN,2418508,1607097,3026107,1786979,2028922,2550866,NaN,1711528,3478273,2911256,3069814,2212149,3078671,653699,NaN,NaN,1321821,1420025,2965332,2358110,1058890,NaN,3881661,3431444,4185836,NaN,3240250,4591326,2977807,3160284,2536985,3272897,NaN
92,8481130,8556223,8538470,NaN,8763740,8503099,8923720,13076540,3401416,4630820,4843893,3973967,2857537,8810917,1708641,3176316,11478242,3284794,5735916,9858174,9287382,13248622,2898641,6919110,12399583,21046279,18919882,8459202,8474828,5944129,10128517,8802839,4535209,7493465,9263691,8315000,NaN
93,6738909,6756213,6933125,1896151,7803389,6858014,7280752,9148920,5554163,5262055,20443486,32923784,8371151,7077117,9530105,7645434,6821592,7089859,9693050,10868264,6689382,12348627,9711578,8358123,10909315,5953161,18305235,6309996,16075763,11193957,6223749,7170027,5396838,16937410,6990208,6374692,2480661
94,7210896,8588809,7182702,4753147,8244781,7379085,8244526,7478544,7880867,23546290,12815536,13820873,8759193,7212951,13329052,7954723,10499378,7418570,7222360,11110161,8151347,3873865,10888396,8380121,10207013,8293754,10825258,7407861,8967102,8206309,9081505,10239535,7807017,10060487,8811878,7265697,3373148
95,20534486,20826802,20850348,NaN,22212157,21707741,21743468,23610858,19977843,20678045,28677195,29261662,18597956,21808385,19908285,18827867,20309159,17268914,19723376,25674096,24458408,21171746,33809952,18296527,30796551,28214463,43013565,21951039,32712879,37779212,26380205,22924834,17508793,30138435,25481086,22443094,NaN
96,NaN,NaN,2216343,NaN,2111528,2205267,2086182,2813925,2024577,NaN,NaN,2285768,NaN,2153050,2165645,2160610,2064587,2330258,1563479,2145559,NaN,NaN,NaN,2422789,1953592,2714070,NaN,2171117,NaN,NaN,2209063,2166816,1932247,NaN,NaN,1943655,NaN
97,1819205333,1868465030,1835646745,35188115,1974961827,1963602906,1944748067,2202092817,1148282403,1994978043,2029911374,2332372028,2274094199,1829994087,1420348780,2059648116,1496558221,2069229335,1456092968,1732550558,1973350009,1744887026,2649227126,1965343900,1196037980,1464492857,2394396457,1819084067,1852586656,2548931033,1577177331,1645290596,2728622685,2108708651,2133962631,1660029034,38750130
98,49842263,51317847,50885117,19443067,51620000,51397348,52528474,86590406,63494203,34818400,69825232,97031452,55865664,50833384,74362412,30078612,68679033,26223309,41118800,45896967,52791834,72188137,59772663,33192994,82928473,33318678,109051637,49673280,47374446,74562211,33614338,68255824,23250650,69630843,56200647,52375512,21030274
99,49998887,51570825,52260999,NaN,52302011,53439259,52232596,55966197,58941139,44448502,39923688,80281488,53073336,50758372,61807163,33786422,60024249,14334635,40464114,81087344,55465796,57727832,66183416,48278620,64567452,70683144,95403800,57708865,71475214,93176344,68037737,57067830,43795559,62835148,63772104,57429852,NaN
100,15532359,15328717,15882030,NaN,16921628,16159318,15865664,16480899,15547734,15444871,15875399,17108141,18245730,16189736,18947297,14035382,13351557,16749743,12713682,14405435,16432746,10335615,19362026,16121819,19897267,NaN,19009203,16568006,14334007,12122384,14721776,12024557,21442424,16291242,16415465,17321808,NaN
101,5623777,4576285,4906258,NaN,5352904,4834818,4917273,5800403,9759090,6774742,4599275,8583981,6815280,6562945,7829833,6301754,6237419,NaN,NaN,8654713,5665998,6719172,7467933,5254078,6677376,9405118,10582737,6332929,6809282,10441346,8697173,6843104,8394151,7568389,6459732,5930039,NaN
102,8111331,5091975,7972420,NaN,8119778,7912810,8174593,10811950,5274742,7306037,2640441,NaN,4903083,7484714,5080211,7850744,6678242,8067608,4069843,8047544,8297718,6212941,NaN,8942270,4541466,8986249,NaN,7932872,1828341,NaN,8856147,6810991,7635152,5786033,8454351,8042311,NaN
103,100424265,101836617,99066857,1849765,108283056,107880742,104957041,124162317,63173602,109624192,110383693,125537649,123831979,101688814,77799082,113560918,80302940,110954083,80614172,95821935,106465802,97072391,143473245,108301510,66235509,81114809,132311408,98343626,103069115,138778675,88255085,91275536,147576753,116166378,115536164,90895553,2089505
104,18606128,19962520,22220608,2145035,21932078,17743358,20108669,32783609,12279049,25221121,19468893,24348420,20735190,21847315,17097222,10529122,32355502,12846671,12677238,24595349,23612441,15520474,19658969,10053758,34203751,23818285,39110850,18594293,35490079,27088557,22461939,31946030,19044386,21409619,25917760,19035744,1597200
105,3172870,3135073,3263682,1162508,3335959,3333676,3418630,5700966,4099682,2168358,4434582,6252453,3630885,3226822,4892671,1881077,4337385,1712258,2601721,3004437,3367120,4784333,3907083,2191046,5424905,2098977,7188680,3290420,3064197,4837630,2047214,4643097,1421764,4513108,3613278,3418606,1364564
106,2345595,2336528,2191154,NaN,2213930,1809153,2075321,2254109,2016617,1706577,1072177,3520049,1812549,2241858,1837448,1045463,2543706,NaN,1212412,3601836,1937239,2784896,NaN,1512008,2766004,2827543,4305750,2631667,2416929,3443891,2732781,2619464,1700114,2112407,2268178,1949845,NaN
107,499956518,518752215,501071120,3400676,525007077,512085453,541856667,582126301,454685355,493089053,648912939,699867305,436739285,509826339,454105924,432214160,516806216,401808187,454571432,622041792,587533277,513169947,850372382,426758194,716724348,701635595,1105084853,543763397,806226312,948735876,681260850,583640541,431145006,708843388,648710019,539254190,2236348
108,47128248,48021620,47954031,NaN,51960897,48534973,48135372,70785468,31708542,50919754,35438655,36240108,47334488,51997779,45703940,41102800,62363370,44340153,38378471,60085792,48047703,48680752,37265626,42377507,53087336,65661512,54554599,44531090,46556333,51024730,53868847,46367459,28026276,41083336,48741001,45927189,NaN
109,1114502,969415,1094767,NaN,1103511,1104820,1348404,NaN,NaN,1469047,1218301,1671803,NaN,1074823,996708,NaN,1523266,NaN,1022874,1623001,1242118,820900,1252080,688247,1523501,NaN,1378094,1155529,1497935,1935910,5006748,NaN,NaN,NaN,1162090,NaN,1533763
110,254258120,254787664,260485443,75917910,260793688,250942334,264814699,433140012,151571294,204876274,606976045,686232412,268463352,249145773,254720687,168567105,243614684,177386560,157525609,423849899,272762154,141530943,571442804,182254360,1124949383,103093594,709244120,259666660,192462358,253967944,101971572,302156999,160749389,393046915,282216223,265819230,57951750
111,6863379,5272191,5645432,NaN,8201477,7129924,6602591,7987104,10773372,8081814,11365751,6699412,8610160,6811237,7441563,8181017,4939665,5863928,5368722,6756172,5283011,5539660,7901651,6372220,5854331,4122409,7197769,5044183,6304465,7518675,5632757,5755395,7330890,9654492,5631748,6493582,NaN
112,2648853,2908105,2576696,1653123,2591791,2330114,2699276,2537063,3031651,2142628,4113693,3477505,3090112,2436622,4131057,2900818,NaN,2653366,2322179,4386299,2754094,NaN,2834327,2490563,3191750,2812085,3264762,2305982,2383947,3242781,3014954,3950313,2885892,3445588,2779476,2355688,1092246
113,43058073,43857160,43545385,NaN,45728113,44520185,46061329,49282603,38958560,42274436,56015042,59971556,37502885,44344290,39223056,36990677,44990316,34809968,38699494,53893384,50867214,44815437,73258702,37026669,61856312,60943715,93390200,46921595,68086320,81199987,59295390,50361736,36849947,60337559,54910889,46220752,551692
114,16260505,16617247,17131202,4958558,17201104,16080139,17245687,28205435,9982832,13273079,39737159,44854112,17390913,16103133,16597529,11151719,15821761,11373316,10359926,28058601,17647748,9200244,37447498,12024638,73296997,6601409,46443082,16754884,12418777,16458365,6772489,19548484,10298346,25411016,18395822,17144294,3735222
115,61028274,58642678,56816369,NaN,62691910,58733142,62422854,63980511,60674430,51552016,85718497,68421861,43994392,58818119,50569474,53869020,50685525,46647509,62260400,71404742,60928480,57959601,67467783,59175764,76273669,70349862,75220764,58946372,76866533,75243905,63390801,47698169,54188864,77138010,65754225,60986011,NaN
116,122828058,125548750,126791215,43525883,128412593,126774771,131451576,44881614,107505331,60614699,85299968,2196287894,55121485,130500398,53372714,42087880,81342539,54140316,13942842,154590395,131867408,49771310,49226066,49477110,150865427,164457274,69021736,132187544,182347093,43922472,74294444,54794761,44494460,160640441,137395346,127195718,37827227
117,193182823,192884887,198628989,394830,198081450,193316941,195501182,207720661,183471147,173858598,267960506,242194848,166524235,186880595,172334983,170151697,201241533,158074044,173408806,231345339,194006866,185984796,211657841,161994376,219894036,204240470,269149611,190050535,256974428,260788091,204341839,187524565,165934370,239563208,190466421,189907574,391784
118,317794818,313164054,304468336,26934659,286278081,288290041,287455226,289986241,277737946,288408036,378628494,362776948,190061218,317496369,223051115,263914416,263404479,272827487,245016296,303381110,311671942,243982977,340772881,252710345,350438215,343667466,398265890,322364745,407539815,368787851,281563996,267848926,326519928,361358467,322603689,306025097,32020373
119,443820567,446073967,445622028,NaN,475004443,462170453,470688335,NaN,435022594,405957332,785175732,604681080,400400225,471621997,390089294,447709854,458158745,469629122,531274998,638015186,504378747,497826108,688967929,461705250,544079378,543365646,NaN,498853936,656406611,621615646,543600638,408224813,452300124,558364772,508482992,480477368,NaN
120,5922808900,5949824679,5684400377,NaN,5641854880,5603803378,5996309168,8212013788,5386807637,5046830621,5826226437,8816576380,5326048438,5572828163,4772615616,3508786181,7882171421,3497722918,3295261945,6301703971,5786759224,4389739193,5679067315,3337627869,7854611098,5821485734,12485299904,5505677272,8679585488,10000541419,5643163699,7470184249,4650828423,7100042805,6208302680,5608953467,NaN
121,3376879,3199688,3342005,NaN,3566542,3936778,3658829,3853838,NaN,3529160,NaN,NaN,3165831,3874731,NaN,NaN,3835922,NaN,NaN,3406409,3598207,3508479,NaN,NaN,3321781,3937471,NaN,3544048,3219571,NaN,3627295,3344042,3685187,NaN,3308771,3333109,NaN
122,2314113,2502317,2181165,2214661,2647886,2247924,2780034,2762197,4074270,2466394,4780285,4932387,3999600,2528391,4580343,3954057,4033178,2965909,2803621,4401609,2966240,NaN,3915131,2672744,3990316,3493501,4310024,2194130,4660478,4028849,3850201,5930468,3944536,5249728,2700537,2175683,1711203
123,5203669,5076845,5283752,NaN,5590798,5385387,5357820,NaN,4529510,NaN,3168624,96189192,NaN,5727515,NaN,989081,3239063,NaN,NaN,6614732,5319187,538949,NaN,NaN,6646417,7309785,NaN,5753067,7368603,NaN,2927957,NaN,NaN,6675451,5811798,5272080,NaN
124,1933758,1851735,1849963,NaN,1624817,1661509,1274301,2144676,1470317,1343704,1838375,1630651,1405602,1524684,1451268,NaN,2088696,1684023,1328756,2198388,1814626,1395715,1655317,1393438,1608389,1910645,1673043,1793811,2227184,1897722,1676156,1601490,1560657,2007425,1992136,1766086,NaN
125,1638859,1611392,1491748,NaN,1687569,1493605,1723258,3490872,1033443,1485673,NaN,1449466,1782363,1632592,901586,NaN,3247413,NaN,NaN,1420305,1905973,2654187,NaN,1035550,2739217,1433898,6161968,1729640,4697466,NaN,1946022,2776818,3048220,NaN,2044694,1800636,NaN
126,33333805,34065524,32293235,NaN,30794960,30617970,30633369,30837410,29931295,31798135,40266471,38570861,20131048,35041551,23457431,27738597,28686782,29493557,25347804,32830050,33708709,26643031,36719950,27159729,37113775,36592744,43034560,34638615,43544902,40134203,31030131,30332641,34948438,38147398,34584535,32226730,NaN
127,398900472,396487898,376607201,NaN,376620742,379447226,396860601,551466367,358938091,332802329,383907156,579421248,359464986,369847237,324218015,230958754,521017819,232424921,218917351,417728126,381381894,289972406,375407657,232571725,517471641,384699034,828014603,369798090,578434228,651181438,377544703,499716836,309163849,473573353,414216670,371823854,NaN
128,36580818,39312007,38253244,NaN,104937945,105080533,41863239,57015233,118512362,118218299,144069425,97173285,105051737,41599687,121335571,27624822,51940853,86863775,34436017,44690310,105255559,47348580,135890110,119951242,55181073,48213219,129201368,45317848,81303786,66991480,45270703,47997868,124612299,150303236,109328315,46916906,NaN
129,9772644,10182741,10195464,NaN,10337144,10225365,10265712,NaN,12566566,10589697,20951642,25522640,14596304,10372260,13863350,16943675,NaN,15420759,14217804,8386190,11682535,NaN,25570612,NaN,13860138,NaN,13449568,11471670,NaN,NaN,NaN,12756454,9820854,10882682,12152693,11377535,NaN
130,1888883,2110850,2058313,1386790,1867242,NaN,2098237,NaN,NaN,2758054,5516386,NaN,NaN,1894265,4341754,2529495,NaN,NaN,2707788,4825259,NaN,1242707,NaN,2345866,NaN,NaN,NaN,NaN,NaN,2685141,NaN,NaN,NaN,NaN,1896834,2156793,1573450
131,30225244,30606551,31551093,NaN,30493989,30252421,30661280,32655721,28835384,27595069,42212329,37697948,25242478,29659198,27564853,26361508,31717628,25039847,26696172,35834012,30114594,29852597,33315213,25586850,33239929,32724791,41594459,29773533,39784952,39791105,31217480,29424784,26520658,37370510,29338176,29401107,NaN
132,29724164,30197814,29015036,NaN,29719420,29611447,30032381,37162358,26292029,27579717,39279529,37990691,30973564,29965223,31072604,20641079,32296836,16301569,31742313,30022196,29522497,29048834,45958962,28086986,33867547,26022405,61280261,30057502,44333373,39265834,28385512,30656932,32329719,33072039,33035533,30589182,NaN
133,45800044,45080613,44764776,3918402,40784011,40573862,41444392,41809327,39849660,41238392,53842438,52790051,26870360,44938611,31673349,36870312,37875761,39061563,34560847,44307446,44295650,35887014,50672509,37096223,50563493,49775380,55648761,46226460,58702097,53977354,40577862,38305789,46434161,51718658,45970828,43690509,4511519
134,34109453,32759697,32471435,NaN,33442181,32985926,33132989,32922234,38429788,37261668,46005293,30347446,33165469,32537005,38685995,30297667,27578076,30071736,30527849,33696544,35163803,29287550,41991240,38123123,31324140,32974152,43930169,32350087,35909924,39659482,30779405,28652085,39737804,46082577,33838107,33726800,NaN
135,13072111,11180350,12837811,16804922,12179229,13850678,13051610,15371880,12070261,11465971,13667738,17228541,11498067,12396747,10467378,5251952,15082382,4603137,4804168,13512285,11201087,8180340,13833658,5438091,15535028,11210583,21408480,13370338,15290532,18559492,12434015,14820240,11839677,14522930,12873540,12638007,12467406
136,8257971,8153355,8697665,NaN,9364903,NaN,8274714,8650881,10552495,NaN,9187840,7748994,NaN,10227594,NaN,8815635,NaN,NaN,9946840,8276725,9129360,NaN,8383771,NaN,8560924,NaN,7870994,NaN,9184828,7593517,8568008,NaN,NaN,7673199,8809321,NaN,NaN
137,15407330,16016921,15707252,NaN,16225842,15570837,16008456,15714117,NaN,NaN,NaN,15663409,15022324,16644866,15750779,15392575,NaN,NaN,NaN,14775966,15714818,14617756,15998424,14817298,NaN,NaN,NaN,15026091,16202163,15790649,15425087,NaN,NaN,NaN,16115566,NaN,NaN
138,NaN,NaN,NaN,NaN,NaN,2449678,NaN,3172461,NaN,2101333,3579523,4265945,2657658,NaN,NaN,NaN,NaN,NaN,NaN,2362991,2422935,NaN,3146671,NaN,3023194,2705996,3695274,NaN,3195629,3631883,2197146,NaN,1683145,2621902,3065079,2385006,NaN
139,269528197,261428111,259956265,141247749,262990169,262343025,259116958,204300298,207680883,278119558,229031457,281301216,209766968,216935014,218156649,283108156,204524304,103092650,307987343,219090081,275839885,213900448,139885368,361504519,267194276,260115397,224086433,223893063,273546677,229815834,225389526,222172022,285251279,309921985,291623168,281488281,208169265
140,10362364123,10913426580,10154646074,11248100,11119299080,10462869732,11064935521,10541703813,10411640547,9324496431,10795556273,3619483837,8707257793,10064597350,8790962106,8921478632,9813176922,8731824008,9834342988,11049950569,11603234289,9938664465,9369355219,9682932758,11437787917,10386471418,5127587383,10462471628,15823628992,11265176427,10266672006,9530033055,10749786397,4936374998,12673897240,10496703437,16783906
141,19415024,NaN,NaN,NaN,58796192,55466113,58126743,88895382,52221505,NaN,118925509,94960449,21705424,50228401,23378048,18335045,70404148,NaN,NaN,108688687,62964208,67119014,65750083,NaN,120848670,88332212,123281496,55084532,80629519,85865838,53823941,59825281,NaN,85000141,66467945,59097745,NaN
142,NaN,NaN,23349816,NaN,25020461,25849707,24851972,27632679,NaN,NaN,NaN,NaN,22218076,24591888,NaN,22678923,24824214,32800727,32938961,30691682,29122855,NaN,NaN,26876688,30721196,29206144,NaN,26066173,NaN,29891907,22258885,NaN,NaN,NaN,31666155,28406282,NaN
143,39138767,42131730,40525944,NaN,46274919,44576414,44781358,49092602,58746820,49438892,46177270,46909098,75976175,42970093,38446741,28615450,48273770,30744885,27129882,45683362,50498470,42939411,68456302,50916857,48585397,40484396,104995224,45146577,46097943,63413463,38630840,53413619,38415169,63764701,56030590,43715199,NaN
144,290467042,292363929,296926459,NaN,303810325,302342519,298095756,290488935,345950826,347218688,425566604,280628400,307640146,296947871,346724749,297598203,238679658,256528314,287407473,274582109,313785241,254650566,391269748,353666592,280204946,269433656,376334827,295314477,326102592,345658457,258701462,242717007,354870482,419144037,309006230,293329125,NaN
145,29274839,29476612,30855935,6400138,30831066,31272485,31268361,4396133,11548015,5007205,4087469,28237207,12015036,29899561,8997021,24422381,47311529,23963240,5156741,43538805,32119074,40922839,18005646,27798003,46701364,47083603,38941704,30618934,46388814,44875723,62465420,39813824,8170217,3915407,32579386,29268967,8971134
